,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2026,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",23 wins &amp; 33 nominations.,300523113.0,USA,04 Dec 2010,David Slade,"[Adventure, Drama, Fantasy]",English,58.0,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,30 Jun 2010,True,124.0,The Twilight Saga: Eclipse,movie,http://www.eclipsethemovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2010,58f85d9c0d39b85b38208331,Fantasy|Romance|Thriller|IMAX,tt1325004,1325004,4.9,"187,323",78772,0.207272727273,24021.0,"Stuffed with characters and overly reliant on uninspired dialogue, Eclipse won't win The Twilight Saga many new converts, despite an improved blend of romance and action fantasy.",114,rotten,49.0,5.5,234,120,http://www.rottentomatoes.com/m/1210749-eclipse/,60.0,3.6,333550,51814190.0
2027,"Adam Sandler, Kevin James, Chris Rock, David Spade",3 wins &amp; 4 nominations.,162001186.0,USA,09 Nov 2010,Dennis Dugan,[Comedy],"English, Spanish",30.0,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,Sony Pictures,PG-13,25 Jun 2010,True,102.0,Grown Ups,movie,http://www.sonypictures.com/movies/grownups/,"Adam Sandler, Fred Wolf",2010,58f85d9c0d39b85b38208333,Comedy,tt1375670,1375670,6.0,"184,650",79134,-0.0902777777778,38365.0,"Grown Ups' cast of comedy vets is amiable, but they're let down by flat direction and the scattershot, lowbrow humor of a stunted script.",16,rotten,10.0,3.3,163,147,http://www.rottentomatoes.com/m/grown_ups/,62.0,3.5,270104,249358727.0
2028,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",4 nominations.,76418654.0,USA,30 Nov 2010,James Mangold,"[Action, Comedy, Romance]","English, German, Spanish",46.0,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,20th Century Fox,PG-13,23 Jun 2010,True,109.0,Knight and Day,movie,http://www.knightanddaymovie.com/,Patrick O'Neill,2010,58f85d9c0d39b85b38208335,Action|Comedy|Thriller,tt1013743,1013743,6.3,"149,698",79185,0.262857142857,37834.0,"It's pure formula, but thanks to its breezy pace and a pair of charming performances from Tom Cruise and Cameron Diaz, Knight and Day offers some agreeably middle-of-the-road summer action.",116,rotten,52.0,5.6,221,105,http://www.rottentomatoes.com/m/knight_and_day/,49.0,3.2,198364,163100000.0
2029,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",Nominated for 1 Golden Globe. Another 3 wins &amp; 38 nominations.,251476985.0,"USA, France",14 Dec 2010,"Pierre Coffin, Chris Renaud","[Animation, Adventure, Comedy]",English,72.0,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,Universal Pictures,PG,09 Jul 2010,True,95.0,Despicable Me,movie,http://www.despicable.me,"Cinco Paul (screenplay), Ken Daurio (screenplay), Sergio Pablos (story)",2010,58f85d9c0d39b85b38208334,Animation|Children|Comedy|Crime,tt1323594,1323594,7.7,"393,155",79091,0.28,20352.0,"Borrowing heavily (and intelligently) from Pixar and Looney Tunes, Despicable Me is a surprisingly thoughtful, family-friendly treat with a few surprises of its own.",155,certified,81.0,6.8,192,37,http://www.rottentomatoes.com/m/1214097-despicable_me/,82.0,4.0,265897,63200000.0
2030,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",1 win &amp; 1 nomination.,63143812.0,USA,30 Nov 2010,Jon Turteltaub,"[Action, Adventure, Family]","English, Cantonese, Ukrainian",46.0,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la Fée.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDY3NzQ0NjYxM15BMl5BanBnXkFtZTcwMDkzODM2Mw@@._V1_SX300.jpg,Walt Disney Studios,PG,14 Jul 2010,True,109.0,The Sorcerer's Apprentice,movie,http://Disney.com/Sorcerers,"Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Matt Lopez (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay)",2010,58f85d9c0d39b85b38208336,Action|Adventure|Children|Comedy|Fantasy,tt0963966,963966,6.1,"126,279",79139,0.0111111111111,27022.0,"It has a likable cast and loads of CGI spectacle, but for all but the least demanding viewers, The Sorcerer's Apprentice will be less than spellbinding.",68,rotten,41.0,5.2,165,97,http://www.rottentomatoes.com/m/sorcerers_apprentice/,53.0,3.3,142250,76800000.0
2031,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han",5 wins &amp; 13 nominations.,176591618.0,"USA, China",05 Oct 2010,Harald Zwart,"[Action, Drama, Family]","English, Mandarin",61.0,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0ODg3ODEyMF5BMl5BanBnXkFtZTcwNjI1MTgxMw@@._V1_SX300.jpg,Sony Pictures,PG,11 Jun 2010,True,140.0,The Karate Kid,movie,http://www.sonypictures.com/movies/thekaratekid/,"Christopher Murphey (screenplay), Robert Mark Kamen (story)",2010,58f85d9c0d39b85b38208338,Action|Children|Drama,tt1155076,1155076,6.2,"122,266",79224,0.391666666667,38575.0,"It may not be as powerful as the 1984 edition, but the 2010 Karate Kid delivers a surprisingly satisfying update on the original.",133,fresh,66.0,6.2,203,70,http://www.rottentomatoes.com/m/karate_kid_2010/,67.0,3.5,282277,177480735.333
2032,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",Nominated for 1 Oscar. Another 4 wins &amp; 16 nominations.,118311368.0,USA,21 Dec 2010,Phillip Noyce,"[Action, Crime, Mystery]","English, Russian, Korean",65.0,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX300.jpg,Sony Pictures,PG-13,23 Jul 2010,True,100.0,Salt,movie,http://www.sonypictures.com/movies/salt/,Kurt Wimmer,2010,58f85d9c0d39b85b38208337,Action|Thriller,tt0944835,944835,6.4,"249,073",79293,0.0166666666667,27576.0,"Angelina Jolie gives it her all in the title role, and her seasoned performance is almost enough to save Salt from its predictable and ludicrous plot.",143,fresh,62.0,6.0,231,88,http://www.rottentomatoes.com/m/1213717-salt/,59.0,3.4,200339,20813967.0
2033,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska",Nominated for 4 Oscars. Another 28 wins &amp; 116 nominations.,20803237.0,USA,16 Nov 2010,Lisa Cholodenko,"[Comedy, Drama, Romance]",English,86.0,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_SX300.jpg,Focus Features,R,30 Jul 2010,True,106.0,The Kids Are All Right,movie,http://www.filminfocus.com/focusfeatures/film/the_kids_are_all_right,"Lisa Cholodenko, Stuart Blumberg",2010,58f85d9c0d39b85b38208339,Comedy|Drama,tt0842926,842926,7.1,"111,879",79242,0.47,39781.0,"Worthwhile as both a well-acted ensemble piece and as a smart, warm statement on family values, The Kids Are All Right is remarkable.",195,certified,93.0,7.8,209,14,http://www.rottentomatoes.com/m/10012141-kids_are_all_right/,73.0,3.6,63106,118471320.0
2034,"Spencer Jones, Tyler Barrick, Dustin Lance Black, Linda Williams Stay",2 wins.,99851.0,USA,13 Jul 2010,"Reed Cowan, Steven Greenstreet",[Documentary],English,55.0,"A scorching indictment of the Mormon Church's historic involvement in the promotion &amp; passage of California's Proposition 8 and the Mormon religion's secretive, decades-long campaign against LGBT human rights.",http://ia.media-imdb.com/images/M/MV5BMTM1MjM1NjY2NF5BMl5BanBnXkFtZTcwMTY5MTI0Mw@@._V1_SX300.jpg,Red Flag Releasing,R,24 Jan 2010,True,80.0,8: The Mormon Proposition,movie,http://www.mormonproposition.com/,Reed Cowan,2010,58f85d9c0d39b85b3820833b,Documentary,tt1484522,1484522,7.1,"1,138",79430,0.416666666667,40428.0,"It's unabashedly biased, but this look at the fight over gay marriage in California is impassioned and provocative.",22,fresh,63.0,6.1,35,13,http://www.rottentomatoes.com/m/8-the-mormon-proposition/,71.0,3.7,998,72601713.0
2035,"Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement",1 nomination.,72980108.0,USA,04 Jan 2011,Jay Roach,[Comedy],English,56.0,"When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_SX300.jpg,Paramount Studios,PG-13,30 Jul 2010,True,114.0,Dinner for Schmucks,movie,http://www.DinnerForSchmucks.com/,"David Guion (screenplay), Michael Handelman (screenplay), Francis Veber (film ""Le Diner de Cons"")",2010,58f85d9c0d39b85b3820833a,Comedy,tt0427152,427152,5.9,"81,281",79428,0.3,38778.0,"It doesn't honor its source material -- or its immensely likable leads -- as well as it should, but Dinner for Schmucks offers fitfully nourishing comedy.",78,rotten,42.0,5.3,185,107,http://www.rottentomatoes.com/m/dinner_for_schmucks/,42.0,3.0,119271,123845.75
2036,"Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods",1 win &amp; 3 nominations.,28995450.0,"UK, France, USA",14 Dec 2010,Susanna White,"[Comedy, Family, Fantasy]",English,52.0,"Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_SX300.jpg,Universal Studios,PG,20 Aug 2010,True,109.0,Nanny McPhee Returns,movie,http://www.nannymcphee.com,"Emma Thompson, Christianna Brand (characters)",2010,58f85d9c0d39b85b3820833c,Children|Comedy|Fantasy,tt1415283,1415283,6.1,"19,725",79463,0.408333333333,35019.0,"Emma Thompson's second labor of love with the Nanny McPhee character actually improves on the first, delivering charming family fare with an excellent cast.",87,certified,75.0,6.5,116,29,http://www.rottentomatoes.com/m/nanny_mcphee_returns/,55.0,3.3,51137,29062561.0
2037,"Zac Efron, Charlie Tahan, Amanda Crew, Augustus Prew",4 nominations.,31136950.0,"USA, Canada",09 Nov 2010,Burr Steers,"[Drama, Fantasy, Romance]",English,37.0,"Charlie's brother, Sam, dies in a car crash that Charlie survives. Charlie is given the gift of seeing his dead brother, but when the girl he falls in love with's life is at risk, he must choose between his girlfriend and his brother.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjkyNDM2NV5BMl5BanBnXkFtZTcwOTExNDc0Mw@@._V1_SX300.jpg,Universal Pictures,PG-13,30 Jul 2010,True,99.0,Charlie St. Cloud,movie,http://www.charliestcloud.com,"Craig Pearce (screenplay), Lewis Colick (screenplay), Ben Sherwood (novel)",2010,58f85d9c0d39b85b3820833d,Drama|Fantasy|Romance,tt1438254,1438254,6.5,"48,086",79588,0.0833333333333,37950.0,"Zac Efron gives it his all, but Charlie St. Cloud is too shallow and cloying to offer much more than eye candy for his fans.",34,rotten,27.0,4.6,124,90,http://www.rottentomatoes.com/m/charlie_st_cloud/,60.0,3.4,92131,26200000.0
2038,"Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes",3 wins &amp; 14 nominations.,119219978.0,USA,14 Dec 2010,Adam McKay,"[Action, Comedy, Crime]","English, Ukrainian",64.0,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SX300.jpg,Columbia Pictures,PG-13,06 Aug 2010,True,107.0,The Other Guys,movie,http://www.theotherguys-movie.com/,"Adam McKay, Chris Henchy",2010,58f85d9c0d39b85b3820833f,Action|Comedy,tt1386588,1386588,6.7,"193,609",79592,0.198958333333,27581.0,"A clever parody of cop-buddy action-comedies, The Other Guys delivers several impressive action set pieces and lots of big laughs, thanks to the assured comic chemistry between Will Ferrell and Mark Wahlberg.",155,certified,78.0,6.7,198,43,http://www.rottentomatoes.com/m/other_guys/,59.0,3.4,159640,31090224.0
2039,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan",1 win &amp; 3 nominations.,26161406.0,USA,09 Nov 2010,Elizabeth Allen Rosenbaum,"[Adventure, Comedy, Family]",English,56.0,"An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_SX300.jpg,20th Century Fox,G,23 Jul 2010,True,103.0,Ramona and Beezus,movie,http://www.ramonaandbeezus.com/,"Laurie Craig (screenplay), Nick Pustay (screenplay), Beverly Cleary (novels)",2010,58f85d9c0d39b85b3820833e,Children|Comedy,tt0493949,493949,6.7,"14,116",79572,0.00555555555556,38843.0,"If Ramona and Beezus fails to capture the essence of its classic source material, it's sunny, sweet, and wholesome.",61,certified,70.0,6.2,87,26,http://www.rottentomatoes.com/m/ramona_and_beezus/,71.0,3.6,65140,119078393.0
2040,"James Frecheville, Bryce Lindemann, Paul Smits, Jacki Weaver",Nominated for 1 Oscar. Another 38 wins &amp; 54 nominations.,1000000.0,Australia,18 Jan 2011,David Michôd,"[Crime, Drama, Thriller]",English,83.0,A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NjcwNjE4NV5BMl5BanBnXkFtZTcwNDU2NDg1Mw@@._V1_SX300.jpg,Sony Pictures Classics,R,03 Jun 2010,True,113.0,Animal Kingdom,movie,http://www.sonyclassics.com/animalkingdom,David Michôd,2010,58f85d9c0d39b85b38208342,Crime|Drama,tt1313092,1313092,7.3,"46,206",79720,0.542857142857,44629.0,"With confident pacing, a smart script, and a top-notch cast, Animal Kingdom represents the best the Australian film industry has to offer.",146,certified,95.0,8.0,153,7,http://www.rottentomatoes.com/m/animal_kingdom/,83.0,3.9,29362,103300000.0
2041,"Michael Cera, Alison Pill, Mark Webber, Johnny Simmons",17 wins &amp; 58 nominations.,31494270.0,"USA, UK, Canada, Japan",09 Nov 2010,Edgar Wright,"[Action, Comedy, Fantasy]",English,69.0,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg,Universal Pictures,PG-13,13 Aug 2010,True,112.0,Scott Pilgrim vs. the World,movie,http://www.scottpilgrimthemovie.com,"Michael Bacall (screenplay), Edgar Wright (screenplay), Bryan Lee O'Malley (Oni Press graphic novels)",2010,58f85d9c0d39b85b38208341,Action|Comedy|Fantasy|Musical|Romance,tt0446029,446029,7.5,"279,592",79702,0.425,22538.0,"Its script may not be as dazzling as its eye-popping visuals, but Scott Pilgrim vs. the World is fast, funny, and inventive.",201,certified,81.0,7.5,247,46,http://www.rottentomatoes.com/m/scott_pilgrims_vs_the_world/,83.0,4.0,139257,31500000.0
2042,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",3 wins &amp; 5 nominations.,102981571.0,USA,23 Nov 2010,Sylvester Stallone,"[Action, Adventure, Thriller]","English, Spanish",45.0,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg,Lionsgate Films,R,13 Aug 2010,True,103.0,The Expendables,movie,http://expendablesthemovie.com/,"Dave Callaham (screenplay), Sylvester Stallone (screenplay), Dave Callaham (story)",2010,58f85d9c0d39b85b38208340,Action|Adventure|Thriller,tt1320253,1320253,6.5,"274,784",79695,0.233333333333,27578.0,"It makes good on the old-school action it promises, but given all the talent on display, The Expendables should hit harder.",82,rotten,41.0,5.2,198,116,http://www.rottentomatoes.com/m/the_expendables/,64.0,3.6,296873,1003327.5
2043,"Michael Fassbender, Andreas Wisniewski, Dave Legeno, Axelle Carolyn",1 nomination.,122288.0,"UK, France, USA",02 Nov 2010,Neil Marshall,"[Action, Adventure, Drama]","English, Scottish Gaelic",62.0,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTI1MTEzM15BMl5BanBnXkFtZTcwNDc3NDc1Mw@@._V1_SX300.jpg,Magnolia Pictures,R,30 Jul 2010,True,97.0,Centurion,movie,http://www.centurionmovie.com/,Neil Marshall,2010,58f85d9c0d39b85b38208343,Action|Adventure|Drama|Thriller|War,tt1020558,1020558,6.4,"65,742",79796,0.135,23759.0,"It's a bloody geyser of Neil Marshall's typically stylish B-movie action, but Centurion is too focused on hacking and slashing to deliver original dialogue or interesting characters.",61,rotten,59.0,5.5,103,42,http://www.rottentomatoes.com/m/centurion/,42.0,3.1,47488,166373.0
2044,"Bayar, Hattie, Mari, Ponijao",3 nominations.,6500000.0,France,28 Sep 2010,Thomas Balmès,[Documentary],"English, Japanese, Mongolian",63.0,"A look at one year in the life of four babies from around the world, from Mongolia to Namibia to San Francisco to Tokyo.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MjA4OTE1MF5BMl5BanBnXkFtZTcwNDk3NjYwMw@@._V1_SX300.jpg,Focus Features,PG,07 May 2010,True,79.0,Babies,movie,http://www.BabiestheMovie.com/,"Alain Chabat (original idea), Thomas Balmès (adaptation)",2010,58f85d9c0d39b85b38208344,Documentary,tt1020938,1020938,7.1,"6,026",79824,0.5,44737.0,"Babies is a joyous celebration of humankind that's loaded with adorable images, but it lacks insight and depth.",74,fresh,68.0,6.5,109,35,http://www.rottentomatoes.com/m/10012014-babies/,61.0,3.4,34977,6500000.0
2045,"Eric Elmosnino, Lucy Gordon, Laetitia Casta, Doug Jones",6 wins &amp; 8 nominations.,230311.0,France,20 Mar 2012,Joann Sfar,"[Biography, Drama, Music]","French, English, Russian",58.0,"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjMzMjU2NF5BMl5BanBnXkFtZTcwOTM2MjgxNg@@._V1_SX300.jpg,Music Box Films,,20 Jan 2010,True,135.0,Gainsbourg: A Heroic Life,movie,http://www.gainsbourgaheroiclife.com/,"Joann Sfar (graphic novel), Joann Sfar (screenplay), Declan May (dialogue)",2010,58f85d9c0d39b85b38208346,Drama|Musical|Romance,tt1329457,1329457,6.9,"8,122",79987,0.228571428571,31900.0,"It might be thinly written and messily made, but Gainsbourg: A Heroic Life is also appropriately glamorous and intense -- and powerfully led by a gripping performance from Erik Elmosnino.",57,certified,73.0,6.2,78,21,http://www.rottentomatoes.com/m/gainsbourg_a_heroic_life/,68.0,3.3,16570,24848121.5
